year,region,age_group,gender,total_insee,total_students
2025,Pays de la Loire,30-34 ans,Homme,111252,4
2025,Pays de la Loire,30-34 ans,Non renseigné,0,1
2025,Pays de la Loire,35-39 ans,Femme,120736,1
2025,Pays de la Loire,35-39 ans,Homme,118768,3
2025,Pays de la Loire,35-39 ans,Non renseigné,0,0
2025,Pays de la Loire,40-44 ans,Femme,126789,0
2025,Pays de la Loire,40-44 ans,Homme,123539,3
2025,Pays de la Loire,40-44 ans,Non renseigné,0,0
2025,Pays de la Loire,45-49 ans,Femme,119576,3
2025,Pays de la Loire,45-49 ans,Homme,120204,3
2025,Pays de la Loire,45-49 ans,Non renseigné,0,0
2025,Pays de la Loire,50-54 ans,Femme,129924,0
2025,Pays de la Loire,50-54 ans,Homme,130757,1
2025,Pays de la Loire,50-54 ans,Non renseigné,0,0
2025,Pays de la Loire,55-59 ans,Femme,123710,2
2025,Pays de la Loire,55-59 ans,Homme,121539,0
2025,Pays de la Loire,55-59 ans,Non renseigné,0,0
2025,Pays de la Loire,60 ans ou plus,Femme,622140,0
2025,Pays de la Loire,60 ans ou plus,Homme,503053,0
2025,Pays de la Loire,60 ans ou plus,Non renseigné,0,0
2025,Provence-Alpes-Côte d'Azur,20-24 ans,Femme,132017,2
2025,Provence-Alpes-Côte d'Azur,20-24 ans,Homme,138637,4
2025,Provence-Alpes-Côte d'Azur,20-24 ans,Non renseigné,0,0
2025,Provence-Alpes-Côte d'Azur,25-29 ans,Femme,137745,3
2025,Provence-Alpes-Côte d'Azur,25-29 ans,Homme,136368,10
2025,Provence-Alpes-Côte d'Azur,25-29 ans,Non renseigné,0,1
2025,Provence-Alpes-Côte d'Azur,30-34 ans,Femme,150811,9
2025,Provence-Alpes-Côte d'Azur,30-34 ans,Homme,141704,14
2025,Provence-Alpes-Côte d'Azur,30-34 ans,Non renseigné,0,0
2025,Provence-Alpes-Côte d'Azur,35-39 ans,Femme,165497,2
2025,Provence-Alpes-Côte d'Azur,35-39 ans,Homme,153608,11
2025,Provence-Alpes-Côte d'Azur,35-39 ans,Non renseigné,0,2
2025,Provence-Alpes-Côte d'Azur,40-44 ans,Femme,168724,5
2025,Provence-Alpes-Côte d'Azur,40-44 ans,Homme,157493,5
2025,Provence-Alpes-Côte d'Azur,40-44 ans,Non renseigné,0,0
2025,Provence-Alpes-Côte d'Azur,45-49 ans,Femme,159828,2
2025,Provence-Alpes-Côte d'Azur,45-49 ans,Homme,152654,5
2025,Provence-Alpes-Côte d'Azur,45-49 ans,Non renseigné,0,1
2025,Provence-Alpes-Côte d'Azur,50-54 ans,Femme,175563,2
2025,Provence-Alpes-Côte d'Azur,50-54 ans,Homme,167592,3
2025,Provence-Alpes-Côte d'Azur,50-54 ans,Non renseigné,0,0
2025,Provence-Alpes-Côte d'Azur,55-59 ans,Femme,181916,1
2025,Provence-Alpes-Côte d'Azur,55-59 ans,Homme,167189,1
2025,Provence-Alpes-Côte d'Azur,55-59 ans,Non renseigné,0,0
2025,Provence-Alpes-Côte d'Azur,60 ans ou plus,Femme,920335,0
2025,Provence-Alpes-Côte d'Azur,60 ans ou plus,Homme,724189,0
2025,Provence-Alpes-Côte d'Azur,60 ans ou plus,Non renseigné,0,0
2025,Île-de-France,20-24 ans,Femme,426753,6
2025,Île-de-France,20-24 ans,Homme,415907,27
2025,Île-de-France,20-24 ans,Non renseigné,0,0
2025,Île-de-France,25-29 ans,Femme,451160,34
2025,Île-de-France,25-29 ans,Homme,432042,51
2025,Île-de-France,25-29 ans,Non renseigné,0,8
2025,Île-de-France,30-34 ans,Femme,454546,33
2025,Île-de-France,30-34 ans,Homme,432616,50
2025,Île-de-France,30-34 ans,Non renseigné,0,7
2025,Île-de-France,35-39 ans,Femme,456217,35
2025,Île-de-France,35-39 ans,Homme,428984,38
2025,Île-de-France,35-39 ans,Non renseigné,0,8
2025,Île-de-France,40-44 ans,Femme,440577,17
2025,Île-de-France,40-44 ans,Homme,412044,14
2025,Île-de-France,40-44 ans,Non renseigné,0,1
2025,Île-de-France,45-49 ans,Femme,406519,10
2025,Île-de-France,45-49 ans,Homme,397746,20
2025,Île-de-France,45-49 ans,Non renseigné,0,3
2025,Île-de-France,50-54 ans,Femme,407009,6
2025,Île-de-France,50-54 ans,Homme,400926,10
2025,Île-de-France,50-54 ans,Non renseigné,0,4
2025,Île-de-France,55-59 ans,Femme,383539,1
2025,Île-de-France,55-59 ans,Homme,364275,5
2025,Île-de-France,55-59 ans,Non renseigné,0,0
2025,Île-de-France,60 ans ou plus,Femme,1512916,0
2025,Île-de-France,60 ans ou plus,Homme,1202559,3
2025,Île-de-France,60 ans ou plus,Non renseigné,0,0
